dataset,seed,corruption,severity,alpha,method,backbone,epochs,n_train,n_calib,n_aug_calib,n_test,n_classes,coverage,avg_set_size,singleton_rate,singleton_accuracy,empty_rate,top1_accuracy,ece
Coffee,0,gap,0.1,0.05,fast_cp_mixed,fcn,20,18,10,100,28,2,0.9642857142857143,1.8571428571428572,0.14285714285714285,0.75,0.0,0.5357142857142857,0.23467163528714863
Coffee,0,gap,0.2,0.05,clean_split_cp,fcn,20,18,10,100,28,2,0.8214285714285714,1.6785714285714286,0.32142857142857145,0.4444444444444444,0.0,0.5357142857142857,0.2281411077295031
Coffee,0,gap,0.2,0.05,aug_split_cp,fcn,20,18,10,100,28,2,0.9285714285714286,1.8571428571428572,0.14285714285714285,0.5,0.0,0.5357142857142857,0.2281411077295031
Coffee,0,gap,0.2,0.05,fast_cp_mixed_confidence_only,fcn,20,18,10,100,28,2,0.9285714285714286,1.8928571428571428,0.10714285714285714,0.3333333333333333,0.0,0.5357142857142857,0.2281411077295031
Coffee,0,gap,0.2,0.05,fast_cp_mixed,fcn,20,18,10,100,28,2,0.9285714285714286,1.8571428571428572,0.14285714285714285,0.5,0.0,0.5357142857142857,0.2281411077295031
Coffee,0,noise,0.05,0.05,clean_split_cp,fcn,20,18,10,100,28,2,0.9642857142857143,1.6785714285714286,0.32142857142857145,0.8888888888888888,0.0,0.5357142857142857,0.2356780597141811
Coffee,0,noise,0.05,0.05,aug_split_cp,fcn,20,18,10,100,28,2,1.0,1.8571428571428572,0.14285714285714285,1.0,0.0,0.5357142857142857,0.2356780597141811
Coffee,0,noise,0.05,0.05,fast_cp_mixed_confidence_only,fcn,20,18,10,100,28,2,1.0,1.8571428571428572,0.14285714285714285,1.0,0.0,0.5357142857142857,0.2356780597141811
Coffee,0,noise,0.05,0.05,fast_cp_mixed,fcn,20,18,10,100,28,2,0.9642857142857143,1.7142857142857142,0.2857142857142857,0.875,0.0,0.5357142857142857,0.2356780597141811
Coffee,0,noise,0.1,0.05,clean_split_cp,fcn,20,18,10,100,28,2,1.0,1.9285714285714286,0.07142857142857142,1.0,0.0,0.5357142857142857,0.23112331117902485
Coffee,0,noise,0.1,0.05,aug_split_cp,fcn,20,18,10,100,28,2,1.0,1.9285714285714286,0.07142857142857142,1.0,0.0,0.5357142857142857,0.23112331117902485
Coffee,0,noise,0.1,0.05,fast_cp_mixed_confidence_only,fcn,20,18,10,100,28,2,1.0,1.9285714285714286,0.07142857142857142,1.0,0.0,0.5357142857142857,0.23112331117902485
Coffee,0,noise,0.1,0.05,fast_cp_mixed,fcn,20,18,10,100,28,2,1.0,1.9285714285714286,0.07142857142857142,1.0,0.0,0.5357142857142857,0.23112331117902485
Coffee,0,noise,0.2,0.05,clean_split_cp,fcn,20,18,10,100,28,2,1.0,2.0,0.0,0.0,0.0,0.5357142857142857,0.21818414117608748
Coffee,0,noise,0.2,0.05,aug_split_cp,fcn,20,18,10,100,28,2,1.0,2.0,0.0,0.0,0.0,0.5357142857142857,0.21818414117608748
Coffee,0,noise,0.2,0.05,fast_cp_mixed_confidence_only,fcn,20,18,10,100,28,2,1.0,2.0,0.0,0.0,0.0,0.5357142857142857,0.21818414117608748
Coffee,0,noise,0.2,0.05,fast_cp_mixed,fcn,20,18,10,100,28,2,1.0,2.0,0.0,0.0,0.0,0.5357142857142857,0.21818414117608748
Coffee,0,drift,0.1,0.05,clean_split_cp,fcn,20,18,10,100,28,2,0.8928571428571429,1.5714285714285714,0.42857142857142855,0.75,0.0,0.5357142857142857,0.2363669105938503
Coffee,0,drift,0.1,0.05,aug_split_cp,fcn,20,18,10,100,28,2,0.9642857142857143,1.6785714285714286,0.32142857142857145,0.8888888888888888,0.0,0.5357142857142857,0.2363669105938503
Coffee,0,drift,0.1,0.05,fast_cp_mixed_confidence_only,fcn,20,18,10,100,28,2,1.0,1.75,0.25,1.0,0.0,0.5357142857142857,0.2363669105938503
Coffee,0,drift,0.1,0.05,fast_cp_mixed,fcn,20,18,10,100,28,2,0.9642857142857143,1.6785714285714286,0.32142857142857145,0.8888888888888888,0.0,0.5357142857142857,0.2363669105938503
Coffee,0,drift,0.2,0.05,clean_split_cp,fcn,20,18,10,100,28,2,0.8928571428571429,1.6428571428571428,0.35714285714285715,0.7,0.0,0.5357142857142857,0.23500750746045795
Coffee,0,drift,0.2,0.05,aug_split_cp,fcn,20,18,10,100,28,2,0.8928571428571429,1.6428571428571428,0.35714285714285715,0.7,0.0,0.5357142857142857,0.23500750746045795
Coffee,0,drift,0.2,0.05,fast_cp_mixed_confidence_only,fcn,20,18,10,100,28,2,0.8928571428571429,1.6428571428571428,0.35714285714285715,0.7,0.0,0.5357142857142857,0.23500750746045795
Coffee,0,drift,0.2,0.05,fast_cp_mixed,fcn,20,18,10,100,28,2,0.8928571428571429,1.6428571428571428,0.35714285714285715,0.7,0.0,0.5357142857142857,0.23500750746045795
Coffee,0,drift,0.4,0.05,clean_split_cp,fcn,20,18,10,100,28,2,0.8214285714285714,1.5714285714285714,0.42857142857142855,0.5833333333333334,0.0,0.5357142857142857,0.2489328639847892
Coffee,0,drift,0.4,0.05,aug_split_cp,fcn,20,18,10,100,28,2,0.8571428571428571,1.6071428571428572,0.39285714285714285,0.6363636363636364,0.0,0.5357142857142857,0.2489328639847892
Coffee,0,drift,0.4,0.05,fast_cp_mixed_confidence_only,fcn,20,18,10,100,28,2,0.8928571428571429,1.6428571428571428,0.35714285714285715,0.7,0.0,0.5357142857142857,0.2489328639847892
Coffee,0,drift,0.4,0.05,fast_cp_mixed,fcn,20,18,10,100,28,2,0.8571428571428571,1.6071428571428572,0.39285714285714285,0.6363636363636364,0.0,0.5357142857142857,0.2489328639847892
Coffee,1,gap,0.05,0.05,clean_split_cp,fcn,20,18,10,100,28,2,1.0,1.9642857142857142,0.03571428571428571,1.0,0.0,0.4642857142857143,0.1276680018220629
Coffee,1,gap,0.05,0.05,aug_split_cp,fcn,20,18,10,100,28,2,1.0,1.9642857142857142,0.03571428571428571,1.0,0.0,0.4642857142857143,0.1276680018220629
Coffee,1,gap,0.05,0.05,fast_cp_mixed_confidence_only,fcn,20,18,10,100,28,2,1.0,2.0,0.0,0.0,0.0,0.4642857142857143,0.1276680018220629
Coffee,1,gap,0.05,0.05,fast_cp_mixed,fcn,20,18,10,100,28,2,1.0,1.9642857142857142,0.03571428571428571,1.0,0.0,0.4642857142857143,0.1276680018220629
Coffee,1,gap,0.1,0.05,clean_split_cp,fcn,20,18,10,100,28,2,0.9642857142857143,1.9285714285714286,0.07142857142857142,0.5,0.0,0.4642857142857143,0.13049028600965223
Coffee,1,gap,0.1,0.05,aug_split_cp,fcn,20,18,10,100,28,2,1.0,1.9642857142857142,0.03571428571428571,1.0,0.0,0.4642857142857143,0.13049028600965223
Coffee,1,gap,0.1,0.05,fast_cp_mixed_confidence_only,fcn,20,18,10,100,28,2,1.0,1.9642857142857142,0.03571428571428571,1.0,0.0,0.4642857142857143,0.13049028600965223
Coffee,1,gap,0.1,0.05,fast_cp_mixed,fcn,20,18,10,100,28,2,1.0,1.9642857142857142,0.03571428571428571,1.0,0.0,0.4642857142857143,0.13049028600965223
Coffee,1,gap,0.2,0.05,clean_split_cp,fcn,20,18,10,100,28,2,1.0,1.8571428571428572,0.14285714285714285,1.0,0.0,0.4642857142857143,0.1266674441950662
Coffee,1,gap,0.2,0.05,aug_split_cp,fcn,20,18,10,100,28,2,1.0,1.8928571428571428,0.10714285714285714,1.0,0.0,0.4642857142857143,0.1266674441950662
Coffee,1,gap,0.2,0.05,fast_cp_mixed_confidence_only,fcn,20,18,10,100,28,2,1.0,1.9642857142857142,0.03571428571428571,1.0,0.0,0.4642857142857143,0.1266674441950662
Coffee,1,gap,0.2,0.05,fast_cp_mixed,fcn,20,18,10,100,28,2,1.0,1.8928571428571428,0.10714285714285714,1.0,0.0,0.4642857142857143,0.1266674441950662
Coffee,1,noise,0.05,0.05,clean_split_cp,fcn,20,18,10,100,28,2,1.0,1.9642857142857142,0.03571428571428571,1.0,0.0,0.4642857142857143,0.1272301844188145
Coffee,1,noise,0.05,0.05,aug_split_cp,fcn,20,18,10,100,28,2,1.0,1.9642857142857142,0.03571428571428571,1.0,0.0,0.4642857142857143,0.1272301844188145
Coffee,1,noise,0.05,0.05,fast_cp_mixed_confidence_only,fcn,20,18,10,100,28,2,1.0,2.0,0.0,0.0,0.0,0.4642857142857143,0.1272301844188145
Coffee,1,noise,0.05,0.05,fast_cp_mixed,fcn,20,18,10,100,28,2,1.0,1.9642857142857142,0.03571428571428571,1.0,0.0,0.4642857142857143,0.1272301844188145
Coffee,1,noise,0.1,0.05,clean_split_cp,fcn,20,18,10,100,28,2,1.0,1.9642857142857142,0.03571428571428571,1.0,0.0,0.4642857142857143,0.1271982852901731
Coffee,1,noise,0.1,0.05,aug_split_cp,fcn,20,18,10,100,28,2,1.0,1.9642857142857142,0.03571428571428571,1.0,0.0,0.4642857142857143,0.1271982852901731
Coffee,1,noise,0.1,0.05,fast_cp_mixed_confidence_only,fcn,20,18,10,100,28,2,1.0,2.0,0.0,0.0,0.0,0.4642857142857143,0.1271982852901731
Coffee,1,noise,0.1,0.05,fast_cp_mixed,fcn,20,18,10,100,28,2,1.0,1.9642857142857142,0.03571428571428571,1.0,0.0,0.4642857142857143,0.1271982852901731
Coffee,1,noise,0.2,0.05,clean_split_cp,fcn,20,18,10,100,28,2,1.0,1.9642857142857142,0.03571428571428571,1.0,0.0,0.4642857142857143,0.12667692984853474
Coffee,1,noise,0.2,0.05,aug_split_cp,fcn,20,18,10,100,28,2,1.0,1.9642857142857142,0.03571428571428571,1.0,0.0,0.4642857142857143,0.12667692984853474
Coffee,1,noise,0.2,0.05,fast_cp_mixed_confidence_only,fcn,20,18,10,100,28,2,1.0,1.9642857142857142,0.03571428571428571,1.0,0.0,0.4642857142857143,0.12667692984853474
Coffee,1,noise,0.2,0.05,fast_cp_mixed,fcn,20,18,10,100,28,2,1.0,1.9642857142857142,0.03571428571428571,1.0,0.0,0.4642857142857143,0.12667692984853474
Coffee,1,drift,0.1,0.05,clean_split_cp,fcn,20,18,10,100,28,2,0.9642857142857143,1.9642857142857142,0.03571428571428571,0.0,0.0,0.4642857142857143,0.12591748578207834
Coffee,1,drift,0.1,0.05,aug_split_cp,fcn,20,18,10,100,28,2,0.9642857142857143,1.9642857142857142,0.03571428571428571,0.0,0.0,0.4642857142857143,0.12591748578207834
Coffee,1,drift,0.1,0.05,fast_cp_mixed_confidence_only,fcn,20,18,10,100,28,2,1.0,2.0,0.0,0.0,0.0,0.4642857142857143,0.12591748578207834
Coffee,1,drift,0.1,0.05,fast_cp_mixed,fcn,20,18,10,100,28,2,0.9642857142857143,1.9642857142857142,0.03571428571428571,0.0,0.0,0.4642857142857143,0.12591748578207834
Coffee,1,drift,0.2,0.05,clean_split_cp,fcn,20,18,10,100,28,2,0.9642857142857143,1.9285714285714286,0.07142857142857142,0.5,0.0,0.4642857142857143,0.12828292165483748
Coffee,1,drift,0.2,0.05,aug_split_cp,fcn,20,18,10,100,28,2,0.9642857142857143,1.9285714285714286,0.07142857142857142,0.5,0.0,0.4642857142857143,0.12828292165483748
Coffee,1,drift,0.2,0.05,fast_cp_mixed_confidence_only,fcn,20,18,10,100,28,2,0.9642857142857143,1.9285714285714286,0.07142857142857142,0.5,0.0,0.4642857142857143,0.12828292165483748
Coffee,1,drift,0.2,0.05,fast_cp_mixed,fcn,20,18,10,100,28,2,0.9642857142857143,1.9285714285714286,0.07142857142857142,0.5,0.0,0.4642857142857143,0.12828292165483748
Coffee,1,drift,0.4,0.05,clean_split_cp,fcn,20,18,10,100,28,2,0.8214285714285714,1.7142857142857142,0.2857142857142857,0.375,0.0,0.4642857142857143,0.13220716587134768
Coffee,1,drift,0.4,0.05,aug_split_cp,fcn,20,18,10,100,28,2,0.8214285714285714,1.7142857142857142,0.2857142857142857,0.375,0.0,0.4642857142857143,0.13220716587134768
Coffee,1,drift,0.4,0.05,fast_cp_mixed_confidence_only,fcn,20,18,10,100,28,2,0.9285714285714286,1.8571428571428572,0.14285714285714285,0.5,0.0,0.4642857142857143,0.13220716587134768
Coffee,1,drift,0.4,0.05,fast_cp_mixed,fcn,20,18,10,100,28,2,0.8214285714285714,1.7142857142857142,0.2857142857142857,0.375,0.0,0.4642857142857143,0.13220716587134768
BME,0,gap,0.05,0.05,clean_split_cp,fcn,20,19,11,110,150,3,0.96,2.7333333333333334,0.0,0.0,0.0,0.3333333333333333,0.4589863844712576
BME,0,gap,0.05,0.05,aug_split_cp,fcn,20,19,11,110,150,3,0.96,2.74,0.0,0.0,0.0,0.3333333333333333,0.4589863844712576
BME,0,gap,0.05,0.05,fast_cp_mixed_confidence_only,fcn,20,19,11,110,150,3,0.96,2.74,0.0,0.0,0.0,0.3333333333333333,0.4589863844712576
BME,0,gap,0.05,0.05,fast_cp_mixed,fcn,20,19,11,110,150,3,0.96,2.7333333333333334,0.0,0.0,0.0,0.3333333333333333,0.4589863844712576
BME,0,gap,0.1,0.05,clean_split_cp,fcn,20,19,11,110,150,3,0.96,2.7333333333333334,0.0,0.0,0.0,0.3333333333333333,0.46069249788920086
BME,0,gap,0.1,0.05,aug_split_cp,fcn,20,19,11,110,150,3,0.96,2.7333333333333334,0.0,0.0,0.0,0.3333333333333333,0.46069249788920086
BME,0,gap,0.1,0.05,fast_cp_mixed_confidence_only,fcn,20,19,11,110,150,3,0.96,2.7333333333333334,0.0,0.0,0.0,0.3333333333333333,0.46069249788920086
BME,0,gap,0.1,0.05,fast_cp_mixed,fcn,20,19,11,110,150,3,0.96,2.7333333333333334,0.0,0.0,0.0,0.3333333333333333,0.46069249788920086
BME,0,gap,0.2,0.05,clean_split_cp,fcn,20,19,11,110,150,3,0.9266666666666666,2.6666666666666665,0.0,0.0,0.0,0.3333333333333333,0.4627624758084616
BME,0,gap,0.2,0.05,aug_split_cp,fcn,20,19,11,110,150,3,0.9266666666666666,2.6666666666666665,0.0,0.0,0.0,0.3333333333333333,0.4627624758084616
BME,0,gap,0.2,0.05,fast_cp_mixed_confidence_only,fcn,20,19,11,110,150,3,0.9266666666666666,2.6666666666666665,0.0,0.0,0.0,0.3333333333333333,0.4627624758084616
BME,0,gap,0.2,0.05,fast_cp_mixed,fcn,20,19,11,110,150,3,0.9133333333333333,2.6466666666666665,0.0,0.0,0.0,0.3333333333333333,0.4627624758084616
BME,0,noise,0.05,0.05,clean_split_cp,fcn,20,19,11,110,150,3,0.9666666666666667,2.7533333333333334,0.0,0.0,0.0,0.3333333333333333,0.45762718478838604
BME,0,noise,0.05,0.05,aug_split_cp,fcn,20,19,11,110,150,3,0.9666666666666667,2.7533333333333334,0.0,0.0,0.0,0.3333333333333333,0.45762718478838604
BME,0,noise,0.05,0.05,fast_cp_mixed_confidence_only,fcn,20,19,11,110,150,3,0.9666666666666667,2.7533333333333334,0.0,0.0,0.0,0.3333333333333333,0.45762718478838604
BME,0,noise,0.05,0.05,fast_cp_mixed,fcn,20,19,11,110,150,3,0.9666666666666667,2.7466666666666666,0.0,0.0,0.0,0.3333333333333333,0.45762718478838604
BME,0,noise,0.1,0.05,clean_split_cp,fcn,20,19,11,110,150,3,0.9733333333333334,2.7866666666666666,0.0,0.0,0.0,0.3333333333333333,0.45543495337168377
BME,0,noise,0.1,0.05,aug_split_cp,fcn,20,19,11,110,150,3,0.9733333333333334,2.7866666666666666,0.0,0.0,0.0,0.3333333333333333,0.45543495337168377
BME,0,noise,0.1,0.05,fast_cp_mixed_confidence_only,fcn,20,19,11,110,150,3,0.9733333333333334,2.7866666666666666,0.0,0.0,0.0,0.3333333333333333,0.45543495337168377
BME,0,noise,0.1,0.05,fast_cp_mixed,fcn,20,19,11,110,150,3,0.9733333333333334,2.7866666666666666,0.0,0.0,0.0,0.3333333333333333,0.45543495337168377
BME,0,noise,0.2,0.05,clean_split_cp,fcn,20,19,11,110,150,3,0.9866666666666667,2.8666666666666667,0.0,0.0,0.0,0.3333333333333333,0.44944377899169924
BME,0,noise,0.2,0.05,aug_split_cp,fcn,20,19,11,110,150,3,0.9866666666666667,2.8666666666666667,0.0,0.0,0.0,0.3333333333333333,0.44944377899169924
BME,0,noise,0.2,0.05,fast_cp_mixed_confidence_only,fcn,20,19,11,110,150,3,0.9866666666666667,2.8666666666666667,0.0,0.0,0.0,0.3333333333333333,0.44944377899169924
BME,0,noise,0.2,0.05,fast_cp_mixed,fcn,20,19,11,110,150,3,0.9866666666666667,2.8666666666666667,0.0,0.0,0.0,0.3333333333333333,0.44944377899169924
BME,0,drift,0.1,0.05,clean_split_cp,fcn,20,19,11,110,150,3,0.96,2.74,0.0,0.0,0.0,0.3333333333333333,0.4584404436747233
BME,0,drift,0.1,0.05,aug_split_cp,fcn,20,19,11,110,150,3,0.96,2.74,0.0,0.0,0.0,0.3333333333333333,0.4584404436747233
BME,0,drift,0.1,0.05,fast_cp_mixed_confidence_only,fcn,20,19,11,110,150,3,0.96,2.74,0.0,0.0,0.0,0.3333333333333333,0.4584404436747233
BME,0,drift,0.1,0.05,fast_cp_mixed,fcn,20,19,11,110,150,3,0.96,2.74,0.0,0.0,0.0,0.3333333333333333,0.4584404436747233
BME,0,drift,0.2,0.05,clean_split_cp,fcn,20,19,11,110,150,3,0.96,2.74,0.0,0.0,0.0,0.3333333333333333,0.4581502413749695
BME,0,drift,0.2,0.05,aug_split_cp,fcn,20,19,11,110,150,3,0.96,2.74,0.0,0.0,0.0,0.3333333333333333,0.4581502413749695
BME,0,drift,0.2,0.05,fast_cp_mixed_confidence_only,fcn,20,19,11,110,150,3,0.96,2.74,0.0,0.0,0.0,0.3333333333333333,0.4581502413749695
BME,0,drift,0.2,0.05,fast_cp_mixed,fcn,20,19,11,110,150,3,0.96,2.74,0.0,0.0,0.0,0.3333333333333333,0.4581502413749695
BME,0,drift,0.4,0.05,clean_split_cp,fcn,20,19,11,110,150,3,0.9533333333333334,2.74,0.0,0.0,0.0,0.3333333333333333,0.45755915840466815
BME,0,drift,0.4,0.05,aug_split_cp,fcn,20,19,11,110,150,3,0.9533333333333334,2.7466666666666666,0.0,0.0,0.0,0.3333333333333333,0.45755915840466815
BME,0,drift,0.4,0.05,fast_cp_mixed_confidence_only,fcn,20,19,11,110,150,3,0.9533333333333334,2.7466666666666666,0.0,0.0,0.0,0.3333333333333333,0.45755915840466815
BME,0,drift,0.4,0.05,fast_cp_mixed,fcn,20,19,11,110,150,3,0.9466666666666667,2.74,0.0,0.0,0.0,0.3333333333333333,0.45755915840466815
BME,1,gap,0.05,0.05,clean_split_cp,fcn,20,19,11,110,150,3,0.88,2.46,0.0,0.0,0.0,0.38666666666666666,0.16769530495007834
BME,1,gap,0.05,0.05,aug_split_cp,fcn,20,19,11,110,150,3,0.88,2.46,0.0,0.0,0.0,0.38666666666666666,0.16769530495007834
BME,1,gap,0.05,0.05,fast_cp_mixed_confidence_only,fcn,20,19,11,110,150,3,0.8666666666666667,2.4266666666666667,0.0,0.0,0.0,0.38666666666666666,0.16769530495007834
BME,1,gap,0.05,0.05,fast_cp_mixed,fcn,20,19,11,110,150,3,0.88,2.46,0.0,0.0,0.0,0.38666666666666666,0.16769530495007834
BME,1,gap,0.1,0.05,clean_split_cp,fcn,20,19,11,110,150,3,0.8666666666666667,2.44,0.0,0.0,0.0,0.38666666666666666,0.16565551598866782
BME,1,gap,0.1,0.05,aug_split_cp,fcn,20,19,11,110,150,3,0.8666666666666667,2.44,0.0,0.0,0.0,0.38666666666666666,0.16565551598866782
BME,1,gap,0.1,0.05,fast_cp_mixed_confidence_only,fcn,20,19,11,110,150,3,0.8533333333333334,2.4066666666666667,0.0,0.0,0.0,0.38666666666666666,0.16565551598866782
BME,1,gap,0.1,0.05,fast_cp_mixed,fcn,20,19,11,110,150,3,0.8666666666666667,2.44,0.0,0.0,0.0,0.38666666666666666,0.16565551598866782
BME,1,gap,0.2,0.05,clean_split_cp,fcn,20,19,11,110,150,3,0.8666666666666667,2.44,0.0,0.0,0.0,0.38,0.1769252693653107
BME,1,gap,0.2,0.05,aug_split_cp,fcn,20,19,11,110,150,3,0.8666666666666667,2.44,0.0,0.0,0.0,0.38,0.1769252693653107
BME,1,gap,0.2,0.05,fast_cp_mixed_confidence_only,fcn,20,19,11,110,150,3,0.8533333333333334,2.4,0.0,0.0,0.0,0.38,0.1769252693653107
BME,1,gap,0.2,0.05,fast_cp_mixed,fcn,20,19,11,110,150,3,0.8666666666666667,2.44,0.0,0.0,0.0,0.38,0.1769252693653107
BME,1,noise,0.05,0.05,clean_split_cp,fcn,20,19,11,110,150,3,0.8866666666666667,2.466666666666667,0.0,0.0,0.0,0.3933333333333333,0.15203321536382036
BME,1,noise,0.05,0.05,aug_split_cp,fcn,20,19,11,110,150,3,0.8866666666666667,2.466666666666667,0.0,0.0,0.0,0.3933333333333333,0.15203321536382036
BME,1,noise,0.05,0.05,fast_cp_mixed_confidence_only,fcn,20,19,11,110,150,3,0.8733333333333333,2.433333333333333,0.0,0.0,0.0,0.3933333333333333,0.15203321536382036
BME,1,noise,0.05,0.05,fast_cp_mixed,fcn,20,19,11,110,150,3,0.8866666666666667,2.466666666666667,0.0,0.0,0.0,0.3933333333333333,0.15203321536382036
BME,1,noise,0.1,0.05,clean_split_cp,fcn,20,19,11,110,150,3,0.9,2.48,0.0,0.0,0.0,0.4,0.15013617555300396
BME,1,noise,0.1,0.05,aug_split_cp,fcn,20,19,11,110,150,3,0.9,2.48,0.0,0.0,0.0,0.4,0.15013617555300396
BME,1,noise,0.1,0.05,fast_cp_mixed_confidence_only,fcn,20,19,11,110,150,3,0.8933333333333333,2.453333333333333,0.0,0.0,0.0,0.4,0.15013617555300396
BME,1,noise,0.1,0.05,fast_cp_mixed,fcn,20,19,11,110,150,3,0.9,2.48,0.0,0.0,0.0,0.4,0.15013617555300396
BME,1,noise,0.2,0.05,clean_split_cp,fcn,20,19,11,110,150,3,0.9,2.513333333333333,0.0,0.0,0.0,0.41333333333333333,0.17949347039063773
BME,1,noise,0.2,0.05,aug_split_cp,fcn,20,19,11,110,150,3,0.9,2.513333333333333,0.0,0.0,0.0,0.41333333333333333,0.17949347039063773
BME,1,noise,0.2,0.05,fast_cp_mixed_confidence_only,fcn,20,19,11,110,150,3,0.8933333333333333,2.5,0.0,0.0,0.0,0.41333333333333333,0.17949347039063773
BME,1,noise,0.2,0.05,fast_cp_mixed,fcn,20,19,11,110,150,3,0.9,2.513333333333333,0.0,0.0,0.0,0.41333333333333333,0.17949347039063773
BME,1,drift,0.1,0.05,clean_split_cp,fcn,20,19,11,110,150,3,0.88,2.46,0.0,0.0,0.0,0.38666666666666666,0.16188538372516637
BME,1,drift,0.1,0.05,aug_split_cp,fcn,20,19,11,110,150,3,0.88,2.46,0.0,0.0,0.0,0.38666666666666666,0.16188538372516637
BME,1,drift,0.1,0.05,fast_cp_mixed_confidence_only,fcn,20,19,11,110,150,3,0.8666666666666667,2.4266666666666667,0.0,0.0,0.0,0.38666666666666666,0.16188538372516637
BME,1,drift,0.1,0.05,fast_cp_mixed,fcn,20,19,11,110,150,3,0.88,2.46,0.0,0.0,0.0,0.38666666666666666,0.16188538372516637
BME,1,drift,0.2,0.05,clean_split_cp,fcn,20,19,11,110,150,3,0.8733333333333333,2.433333333333333,0.0,0.0,0.0,0.38666666666666666,0.16971054176489514
BME,1,drift,0.2,0.05,aug_split_cp,fcn,20,19,11,110,150,3,0.8733333333333333,2.433333333333333,0.0,0.0,0.0,0.38666666666666666,0.16971054176489514
BME,1,drift,0.2,0.05,fast_cp_mixed_confidence_only,fcn,20,19,11,110,150,3,0.86,2.4,0.0,0.0,0.0,0.38666666666666666,0.16971054176489514
BME,1,drift,0.2,0.05,fast_cp_mixed,fcn,20,19,11,110,150,3,0.8733333333333333,2.433333333333333,0.0,0.0,0.0,0.38666666666666666,0.16971054176489514
BME,1,drift,0.4,0.05,clean_split_cp,fcn,20,19,11,110,150,3,0.8533333333333334,2.42,0.0,0.0,0.0,0.4066666666666667,0.15445069313049317
BME,1,drift,0.4,0.05,aug_split_cp,fcn,20,19,11,110,150,3,0.8533333333333334,2.42,0.0,0.0,0.0,0.4066666666666667,0.15445069313049317
BME,1,drift,0.4,0.05,fast_cp_mixed_confidence_only,fcn,20,19,11,110,150,3,0.8466666666666667,2.3866666666666667,0.0,0.0,0.0,0.4066666666666667,0.15445069313049317
BME,1,drift,0.4,0.05,fast_cp_mixed,fcn,20,19,11,110,150,3,0.8533333333333334,2.42,0.0,0.0,0.0,0.4066666666666667,0.15445069313049317
FaceFour,0,gap,0.05,0.05,clean_split_cp,fcn,20,15,9,90,88,4,0.9659090909090909,3.102272727272727,0.0,0.0,0.0,0.26136363636363635,0.03391908515583386
FaceFour,0,gap,0.05,0.05,aug_split_cp,fcn,20,15,9,90,88,4,0.9659090909090909,3.102272727272727,0.0,0.0,0.0,0.26136363636363635,0.03391908515583386
FaceFour,0,gap,0.05,0.05,fast_cp_mixed_confidence_only,fcn,20,15,9,90,88,4,0.9659090909090909,3.090909090909091,0.0,0.0,0.0,0.26136363636363635,0.03391908515583386
FaceFour,0,gap,0.05,0.05,fast_cp_mixed,fcn,20,15,9,90,88,4,0.9659090909090909,3.090909090909091,0.0,0.0,0.0,0.26136363636363635,0.03391908515583386
FaceFour,0,gap,0.1,0.05,clean_split_cp,fcn,20,15,9,90,88,4,0.9318181818181818,3.0795454545454546,0.0,0.0,0.0,0.26136363636363635,0.03385241736065259
FaceFour,0,gap,0.1,0.05,aug_split_cp,fcn,20,15,9,90,88,4,0.9318181818181818,3.0795454545454546,0.0,0.0,0.0,0.26136363636363635,0.03385241736065259
FaceFour,0,gap,0.1,0.05,fast_cp_mixed_confidence_only,fcn,20,15,9,90,88,4,0.9318181818181818,3.0681818181818183,0.0,0.0,0.0,0.26136363636363635,0.03385241736065259
FaceFour,0,gap,0.1,0.05,fast_cp_mixed,fcn,20,15,9,90,88,4,0.9318181818181818,3.0681818181818183,0.0,0.0,0.0,0.26136363636363635,0.03385241736065259
FaceFour,0,gap,0.2,0.05,clean_split_cp,fcn,20,15,9,90,88,4,0.75,2.909090909090909,0.0,0.0,0.0,0.29545454545454547,0.02304372089830314
FaceFour,0,gap,0.2,0.05,aug_split_cp,fcn,20,15,9,90,88,4,0.75,2.909090909090909,0.0,0.0,0.0,0.29545454545454547,0.02304372089830314
FaceFour,0,gap,0.2,0.05,fast_cp_mixed_confidence_only,fcn,20,15,9,90,88,4,0.75,2.909090909090909,0.0,0.0,0.0,0.29545454545454547,0.02304372089830314
FaceFour,0,gap,0.2,0.05,fast_cp_mixed,fcn,20,15,9,90,88,4,0.75,2.909090909090909,0.0,0.0,0.0,0.29545454545454547,0.02304372089830314
FaceFour,0,noise,0.05,0.05,clean_split_cp,fcn,20,15,9,90,88,4,0.9659090909090909,3.0681818181818183,0.0,0.0,0.0,0.25,0.045748353004455566
FaceFour,0,noise,0.05,0.05,aug_split_cp,fcn,20,15,9,90,88,4,0.9659090909090909,3.0681818181818183,0.0,0.0,0.0,0.25,0.045748353004455566
FaceFour,0,noise,0.05,0.05,fast_cp_mixed_confidence_only,fcn,20,15,9,90,88,4,0.9659090909090909,3.0454545454545454,0.0,0.0,0.0,0.25,0.045748353004455566
FaceFour,0,noise,0.05,0.05,fast_cp_mixed,fcn,20,15,9,90,88,4,0.9659090909090909,3.0454545454545454,0.0,0.0,0.0,0.25,0.045748353004455566
FaceFour,0,noise,0.1,0.05,clean_split_cp,fcn,20,15,9,90,88,4,0.9772727272727273,3.0113636363636362,0.0,0.0,0.0,0.26136363636363635,0.03381513465534558
FaceFour,0,noise,0.1,0.05,aug_split_cp,fcn,20,15,9,90,88,4,0.9772727272727273,3.0113636363636362,0.0,0.0,0.0,0.26136363636363635,0.03381513465534558
