alpha,corruption,coverage_delta,set_size_reduction,fast_coverage,aug_coverage,fast_set_size,aug_set_size
0.05,drift,-0.002582733309774129,0.01385951644256723,0.9518611937188745,0.9544439270286486,2.3809096717155254,2.3947691881580924
0.05,gap,-0.0004898961731906529,0.013900492786357055,0.9426369848175775,0.9431268809907681,2.364593567569622,2.378494060355979
0.05,noise,-0.0011583992337236143,0.01384667904442386,0.9679211127731454,0.969079512006869,2.4258546024214422,2.4397012814658665
