alpha,corruption,coverage_delta,set_size_reduction,fast_coverage,aug_coverage,fast_set_size,aug_set_size
0.05,drift,0.0,0.011111111111111108,0.9644444444444443,0.9644444444444443,1.885,1.896111111111111
0.05,gap,0.001666666666666668,0.015555555555555508,0.9638888888888889,0.9622222222222222,1.8816666666666668,1.8972222222222221
0.05,noise,0.0,0.014444444444444446,0.9744444444444444,0.9744444444444444,1.9066666666666665,1.9211111111111112
