dataset,seed,corruption,severity,alpha,method,n_train,n_calib,n_aug_calib,n_test,n_classes,coverage,avg_set_size,singleton_rate,singleton_accuracy,empty_rate,top1_accuracy,ece
ECG200,0,drift,0.1,0.05,fast_cp_mixed_0,65,35,350,100,2,0.96,1.48,0.52,0.9230769230769231,0.0,0.86,0.11089351047018871
ECG200,0,drift,0.1,0.05,fast_cp_mixed_0.2,65,35,350,100,2,0.96,1.48,0.52,0.9230769230769231,0.0,0.86,0.11089351047018871
ECG200,0,drift,0.1,0.05,fast_cp_mixed_0.35,65,35,350,100,2,0.96,1.47,0.53,0.9245283018867925,0.0,0.86,0.11089351047018871
ECG200,0,drift,0.1,0.05,fast_cp_mixed_0.5,65,35,350,100,2,0.96,1.47,0.53,0.9245283018867925,0.0,0.86,0.11089351047018871
ECG200,0,drift,0.1,0.05,fast_cp_mixed_0.8,65,35,350,100,2,0.96,1.46,0.54,0.9259259259259259,0.0,0.86,0.11089351047018871
ECG200,0,drift,0.1,0.05,fast_cp_mixed_1,65,35,350,100,2,0.97,1.47,0.53,0.9433962264150944,0.0,0.86,0.11089351047018871
ECG200,0,drift,0.2,0.05,clean_split_cp,65,35,350,100,2,1.0,1.87,0.13,1.0,0.0,0.83,0.12657459177143585
ECG200,0,drift,0.2,0.05,aug_split_cp,65,35,350,100,2,0.99,1.48,0.52,0.9807692307692307,0.0,0.83,0.12657459177143585
ECG200,0,drift,0.2,0.05,label_smooth_aug_cp,65,35,350,100,2,0.99,1.48,0.52,0.9807692307692307,0.0,0.83,0.12657459177143585
ECG200,0,drift,0.2,0.05,confidence_weighted_cp,65,35,350,100,2,1.0,1.72,0.28,1.0,0.0,0.83,0.12657459177143585
ECG200,0,drift,0.2,0.05,fast_cp,65,35,350,100,2,0.98,1.48,0.52,0.9615384615384616,0.0,0.83,0.12657459177143585
ECG200,0,drift,0.2,0.05,fast_cp_mixed_0,65,35,350,100,2,0.98,1.48,0.52,0.9615384615384616,0.0,0.83,0.12657459177143585
ECG200,0,drift,0.2,0.05,fast_cp_mixed_0.2,65,35,350,100,2,0.98,1.49,0.51,0.9607843137254902,0.0,0.83,0.12657459177143585
ECG200,0,drift,0.2,0.05,fast_cp_mixed_0.35,65,35,350,100,2,0.98,1.48,0.52,0.9615384615384616,0.0,0.83,0.12657459177143585
ECG200,0,drift,0.2,0.05,fast_cp_mixed_0.5,65,35,350,100,2,0.98,1.47,0.53,0.9622641509433962,0.0,0.83,0.12657459177143585
ECG200,0,drift,0.2,0.05,fast_cp_mixed_0.8,65,35,350,100,2,0.99,1.49,0.51,0.9803921568627451,0.0,0.83,0.12657459177143585
ECG200,0,drift,0.2,0.05,fast_cp_mixed_1,65,35,350,100,2,0.99,1.48,0.52,0.9807692307692307,0.0,0.83,0.12657459177143585
ECG200,0,drift,0.4,0.05,clean_split_cp,65,35,350,100,2,0.99,1.86,0.14,0.9285714285714286,0.0,0.81,0.16278955646549978
ECG200,0,drift,0.4,0.05,aug_split_cp,65,35,350,100,2,0.96,1.46,0.54,0.9259259259259259,0.0,0.81,0.16278955646549978
ECG200,0,drift,0.4,0.05,label_smooth_aug_cp,65,35,350,100,2,0.96,1.46,0.54,0.9259259259259259,0.0,0.81,0.16278955646549978
ECG200,0,drift,0.4,0.05,confidence_weighted_cp,65,35,350,100,2,0.98,1.67,0.33,0.9393939393939394,0.0,0.81,0.16278955646549978
ECG200,0,drift,0.4,0.05,fast_cp,65,35,350,100,2,0.97,1.5,0.5,0.94,0.0,0.81,0.16278955646549978
ECG200,0,drift,0.4,0.05,fast_cp_mixed_0,65,35,350,100,2,0.97,1.5,0.5,0.94,0.0,0.81,0.16278955646549978
ECG200,0,drift,0.4,0.05,fast_cp_mixed_0.2,65,35,350,100,2,0.97,1.48,0.52,0.9423076923076923,0.0,0.81,0.16278955646549978
ECG200,0,drift,0.4,0.05,fast_cp_mixed_0.35,65,35,350,100,2,0.97,1.48,0.52,0.9423076923076923,0.0,0.81,0.16278955646549978
ECG200,0,drift,0.4,0.05,fast_cp_mixed_0.5,65,35,350,100,2,0.97,1.46,0.54,0.9444444444444444,0.0,0.81,0.16278955646549978
ECG200,0,drift,0.4,0.05,fast_cp_mixed_0.8,65,35,350,100,2,0.96,1.46,0.54,0.9259259259259259,0.0,0.81,0.16278955646549978
ECG200,0,drift,0.4,0.05,fast_cp_mixed_1,65,35,350,100,2,0.96,1.46,0.54,0.9259259259259259,0.0,0.81,0.16278955646549978
GunPoint,0,gap,0.05,0.05,clean_split_cp,32,18,180,150,2,0.9733333333333334,1.1733333333333333,0.8266666666666667,0.967741935483871,0.0,0.8933333333333333,0.03707156544838769
GunPoint,0,gap,0.05,0.05,aug_split_cp,32,18,180,150,2,0.9866666666666667,1.2333333333333334,0.7666666666666667,0.9826086956521739,0.0,0.8933333333333333,0.03707156544838769
GunPoint,0,gap,0.05,0.05,label_smooth_aug_cp,32,18,180,150,2,0.9866666666666667,1.2333333333333334,0.7666666666666667,0.9826086956521739,0.0,0.8933333333333333,0.03707156544838769
GunPoint,0,gap,0.05,0.05,confidence_weighted_cp,32,18,180,150,2,0.9866666666666667,1.2533333333333334,0.7466666666666667,0.9821428571428571,0.0,0.8933333333333333,0.03707156544838769
GunPoint,0,gap,0.05,0.05,fast_cp,32,18,180,150,2,0.98,1.2266666666666666,0.7733333333333333,0.9741379310344828,0.0,0.8933333333333333,0.03707156544838769
GunPoint,0,gap,0.05,0.05,fast_cp_mixed_0,32,18,180,150,2,0.98,1.2266666666666666,0.7733333333333333,0.9741379310344828,0.0,0.8933333333333333,0.03707156544838769
GunPoint,0,gap,0.05,0.05,fast_cp_mixed_0.2,32,18,180,150,2,0.98,1.2266666666666666,0.7733333333333333,0.9741379310344828,0.0,0.8933333333333333,0.03707156544838769
GunPoint,0,gap,0.05,0.05,fast_cp_mixed_0.35,32,18,180,150,2,0.98,1.2266666666666666,0.7733333333333333,0.9741379310344828,0.0,0.8933333333333333,0.03707156544838769
GunPoint,0,gap,0.05,0.05,fast_cp_mixed_0.5,32,18,180,150,2,0.98,1.2266666666666666,0.7733333333333333,0.9741379310344828,0.0,0.8933333333333333,0.03707156544838769
GunPoint,0,gap,0.05,0.05,fast_cp_mixed_0.8,32,18,180,150,2,0.9866666666666667,1.2333333333333334,0.7666666666666667,0.9826086956521739,0.0,0.8933333333333333,0.03707156544838769
GunPoint,0,gap,0.05,0.05,fast_cp_mixed_1,32,18,180,150,2,0.9866666666666667,1.2333333333333334,0.7666666666666667,0.9826086956521739,0.0,0.8933333333333333,0.03707156544838769
GunPoint,0,gap,0.1,0.05,clean_split_cp,32,18,180,150,2,0.9866666666666667,1.18,0.82,0.983739837398374,0.0,0.9133333333333333,0.06759145538589524
GunPoint,0,gap,0.1,0.05,aug_split_cp,32,18,180,150,2,0.9866666666666667,1.2133333333333334,0.7866666666666666,0.9830508474576272,0.0,0.9133333333333333,0.06759145538589524
GunPoint,0,gap,0.1,0.05,label_smooth_aug_cp,32,18,180,150,2,0.9866666666666667,1.2133333333333334,0.7866666666666666,0.9830508474576272,0.0,0.9133333333333333,0.06759145538589524
GunPoint,0,gap,0.1,0.05,confidence_weighted_cp,32,18,180,150,2,0.9933333333333333,1.2466666666666666,0.7533333333333333,0.9911504424778761,0.0,0.9133333333333333,0.06759145538589524
