alpha,corruption,n,candidate_coverage,baseline_coverage,coverage_delta,candidate_set_size,baseline_set_size,set_size_reduction,set_size_reduction_pct,candidate_abs_gap,baseline_abs_gap,abs_gap_delta
0.05,drift,135,0.9766855942773103,0.9818687308316414,-0.005183136554331259,1.9460621301571732,2.065598181572744,0.11953605141557104,0.043757715322032445,0.038724245586206615,0.03944385908610996,-0.0007196134999033504
0.05,gap,135,0.9554978836302693,0.9626606142278736,-0.007162730597604204,1.9750036743248083,2.0671037059085804,0.09210003158377202,0.0356220745337162,0.043154713329774594,0.042106546884226916,0.0010481664455476833
0.05,noise,135,0.9175408614835566,0.9217153660444015,-0.004174504560844847,1.9110045362775796,1.982273079818402,0.0712685435408225,0.023159403258488056,0.06405316074214322,0.0690181317400994,-0.004964970997956183
0.1,drift,135,0.9348619857441933,0.9443500264104232,-0.00948804066622983,1.6045304115523098,1.6959318720192524,0.09140146046694275,0.039181145634198056,0.0692763382095662,0.07252420502847932,-0.003247866818913125
0.1,gap,135,0.9164112522261378,0.924445036231353,-0.008033784005215218,1.6585177838428922,1.7319249385702875,0.073407154727395,0.031318582615038316,0.06862295384372301,0.07446559659210855,-0.005842642748385544
0.1,noise,135,0.8233981383050096,0.8259844358894058,-0.0025862975843962653,1.555597706120303,1.5991220260784096,0.043524319958106635,0.012915272047474826,0.11774318762217298,0.12581192074815528,-0.008068733125982287
