method,alpha,corruption,coverage,coverage_gap,abs_coverage_gap,avg_set_size,singleton_rate,top1_accuracy,ece
aug_split_cp,0.05,noise,0.9285077382355952,0.021492261764404698,0.056377522567168756,2.8886610299006104,0.292105970355594,0.6350761332019771,0.23541815789627435
fast_cp_mixed_1,0.05,noise,0.9285077382355952,0.021492261764404698,0.056377522567168756,2.8886610299006104,0.292105970355594,0.6350761332019771,0.23541815789627435
label_smooth_aug_cp,0.05,noise,0.9285077382355952,0.021492261764404698,0.056377522567168756,2.8886610299006104,0.292105970355594,0.6350761332019771,0.23541815789627435
clean_split_cp,0.05,noise,0.8529752629762587,0.09702473702374134,0.11637693482804065,2.260601290379539,0.38199645772915053,0.6350761332019771,0.23541815789627435
confidence_weighted_cp,0.1,drift,0.9163368543867543,-0.016336854386754137,0.05408996280121702,2.5165234439350535,0.39078130804311273,0.666998975971582,0.1978497821758098
fast_cp_mixed_0.1,0.1,drift,0.8921877431622248,0.007812256837775247,0.054958617706133736,2.2673444227256017,0.4412819139257013,0.666998975971582,0.1978497821758098
fast_cp,0.1,drift,0.8920943138429447,0.007905686157055294,0.055032252491207474,2.259906393314587,0.44196158795690305,0.666998975971582,0.1978497821758098
fast_cp_mixed_0,0.1,drift,0.8920943138429447,0.007905686157055294,0.055032252491207474,2.259906393314587,0.44196158795690305,0.666998975971582,0.1978497821758098
fast_cp_mixed_0.2,0.1,drift,0.8922552417299223,0.007744758270077649,0.05552683265269216,2.27685960521829,0.44065361904932016,0.666998975971582,0.1978497821758098
fast_cp_mixed_0.35,0.1,drift,0.8929795497989605,0.007020450201039544,0.05579216821710782,2.2932094159335645,0.43995097645557285,0.666998975971582,0.1978497821758098
fast_cp_mixed_0.5,0.1,drift,0.8931516389430684,0.00684836105693175,0.0562705930008846,2.3114061614516084,0.43877579831402186,0.666998975971582,0.1978497821758098
fast_cp_mixed_0.65,0.1,drift,0.8938596024932225,0.006140397506777517,0.0570442661713189,2.3371893356887763,0.4372410981998226,0.666998975971582,0.1978497821758098
raps_aug_cp,0.1,drift,0.9389861071851625,-0.038986107185162495,0.05787595957299059,2.6953203382562356,0.10584878094864598,0.666998975971582,0.1978497821758098
fast_cp_mixed_0.8,0.1,drift,0.8944034543603645,0.005596545639635617,0.05818588477912115,2.3694127198650343,0.4349084663960979,0.666998975971582,0.1978497821758098
aug_split_cp,0.1,drift,0.8961723558370616,0.0038276441629384555,0.059243638704547075,2.457128134992888,0.43172347471094863,0.666998975971582,0.1978497821758098
fast_cp_mixed_1,0.1,drift,0.8961723558370616,0.0038276441629384555,0.059243638704547075,2.457128134992888,0.43172347471094863,0.666998975971582,0.1978497821758098
label_smooth_aug_cp,0.1,drift,0.8961723558370616,0.0038276441629384555,0.059243638704547075,2.457128134992888,0.43172347471094863,0.666998975971582,0.1978497821758098
mondrian_corruption_cp,0.1,drift,0.885611267972563,0.014388732027437033,0.06019276594712366,2.1470540096729014,0.4366428934389817,0.666998975971582,0.1978497821758098
aps_aug_cp,0.1,drift,0.9472753667335314,-0.047275366733531374,0.06481878952256818,3.406441115964058,0.05413443893538359,0.666998975971582,0.1978497821758098
clean_split_cp,0.1,drift,0.8359847664161962,0.06401523358380377,0.08893976975260712,1.7821220889714664,0.5092376125227093,0.666998975971582,0.1978497821758098
mondrian_corruption_cp,0.1,gap,0.9017955296384942,-0.0017955296384941657,0.06046204588921029,2.405693222909661,0.3956830075298436,0.6839271094901237,0.18565453161270748
confidence_weighted_cp,0.1,gap,0.903447808825526,-0.003447808825526007,0.06591165994869425,2.5726679814666635,0.3863347536150188,0.6839271094901237,0.18565453161270748
raps_aug_cp,0.1,gap,0.9279212755305873,-0.02792127553058724,0.06808293283664403,2.7253126843666657,0.09923642686598153,0.6839271094901237,0.18565453161270748
aps_aug_cp,0.1,gap,0.9333673847769665,-0.0333673847769664,0.07247015614964332,3.367704952517368,0.06417395819555062,0.6839271094901237,0.18565453161270748
fast_cp,0.1,gap,0.8776791171580274,0.022320882841972662,0.07275220893336867,2.241063763450367,0.4407439592163301,0.6839271094901237,0.18565453161270748
fast_cp_mixed_0,0.1,gap,0.8776791171580274,0.022320882841972662,0.07275220893336867,2.241063763450367,0.4407439592163301,0.6839271094901237,0.18565453161270748
fast_cp_mixed_0.1,0.1,gap,0.8772994559469829,0.0227005440530172,0.07356458442678328,2.246826024879992,0.4403353166524696,0.6839271094901237,0.18565453161270748
fast_cp_mixed_0.2,0.1,gap,0.8772186667616091,0.022781333238390912,0.07389996160676962,2.2544146565608862,0.44008573258862577,0.6839271094901237,0.18565453161270748
fast_cp_mixed_0.35,0.1,gap,0.877006387999409,0.022993612000591076,0.07506598663765396,2.2678777161124515,0.4398874467249112,0.6839271094901237,0.18565453161270748
fast_cp_mixed_0.5,0.1,gap,0.8773171538938567,0.022682846106143337,0.07648004740470501,2.286752525478877,0.44002336512224977,0.6839271094901237,0.18565453161270748
fast_cp_mixed_0.65,0.1,gap,0.8774650258961433,0.022534974103856752,0.07780192152883789,2.31134766766919,0.43992543317408583,0.6839271094901237,0.18565453161270748
fast_cp_mixed_0.8,0.1,gap,0.8777597980539568,0.022240201946043273,0.07959454131810223,2.3461638442443506,0.4378348405066957,0.6839271094901237,0.18565453161270748
aug_split_cp,0.1,gap,0.8797055790485697,0.0202944209514303,0.08312659732186811,2.469184543288229,0.43496315264556695,0.6839271094901237,0.18565453161270748
fast_cp_mixed_1,0.1,gap,0.8797055790485697,0.0202944209514303,0.08312659732186811,2.469184543288229,0.43496315264556695,0.6839271094901237,0.18565453161270748
label_smooth_aug_cp,0.1,gap,0.8797055790485697,0.0202944209514303,0.08312659732186811,2.469184543288229,0.43496315264556695,0.6839271094901237,0.18565453161270748
clean_split_cp,0.1,gap,0.8329793737521257,0.06702062624787439,0.09540912448128015,1.743228359851179,0.5244019115513894,0.6839271094901237,0.18565453161270748
fast_cp,0.1,noise,0.8669339336552782,0.03306606634472195,0.07330333734116928,2.2936824916944967,0.42185650499632177,0.6350761332019771,0.23541815789627435
fast_cp_mixed_0,0.1,noise,0.8669339336552782,0.03306606634472195,0.07330333734116928,2.2936824916944967,0.42185650499632177,0.6350761332019771,0.23541815789627435
mondrian_corruption_cp,0.1,noise,0.8926355240553437,0.00736447594465635,0.07339948053305859,2.5871468522808225,0.3659773717232936,0.6350761332019771,0.23541815789627435
raps_aug_cp,0.1,noise,0.9164322422217158,-0.016432242221715875,0.07873288894341525,2.6762475864965745,0.10696581828228252,0.6350761332019771,0.23541815789627435
fast_cp_mixed_0.1,0.1,noise,0.860363324880698,0.039636675119301995,0.07992229580282167,2.2536042119506257,0.42439749052543563,0.6350761332019771,0.23541815789627435
fast_cp_mixed_0.2,0.1,noise,0.8581376647490219,0.04186233525097816,0.08189434632374688,2.2516686304687554,0.425307496543134,0.6350761332019771,0.23541815789627435
confidence_weighted_cp,0.1,noise,0.8774634387422774,0.022536561257722586,0.08227837998590012,2.3933297758272194,0.38015515220021867,0.6350761332019771,0.23541815789627435
fast_cp_mixed_0.35,0.1,noise,0.8570752709253701,0.042924729074629846,0.08282559400434841,2.2512178020321723,0.4276921370316133,0.6350761332019771,0.23541815789627435
fast_cp_mixed_0.5,0.1,noise,0.8565470086892807,0.04345299131071933,0.08374179653399669,2.2569871207769725,0.4282228585774064,0.6350761332019771,0.23541815789627435
fast_cp_mixed_0.65,0.1,noise,0.8560587671849302,0.04394123281506976,0.08495708376961224,2.2638124078202977,0.4286332913048888,0.6350761332019771,0.23541815789627435
fast_cp_mixed_0.8,0.1,noise,0.8563343773282125,0.04366562267178762,0.08612175548855289,2.2777805220634533,0.42759997600597877,0.6350761332019771,0.23541815789627435
aug_split_cp,0.1,noise,0.8573213185505719,0.042678681449428116,0.08724872251205043,2.3139133046136804,0.4264081653893009,0.6350761332019771,0.23541815789627435
fast_cp_mixed_1,0.1,noise,0.8573213185505719,0.042678681449428116,0.08724872251205043,2.3139133046136804,0.4264081653893009,0.6350761332019771,0.23541815789627435
label_smooth_aug_cp,0.1,noise,0.8573213185505719,0.042678681449428116,0.08724872251205043,2.3139133046136804,0.4264081653893009,0.6350761332019771,0.23541815789627435
