dataset,seed,corruption,severity,alpha,method,n_train,n_calib,n_aug_calib,n_test,n_channels,series_length,n_classes,coverage,avg_set_size,singleton_rate,singleton_accuracy,empty_rate,top1_accuracy,ece
Epilepsy,0,gap,0.05,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9130434782608695,1.3840579710144927,0.6666666666666666,0.9456521739130435,0.0,0.855072463768116,0.03694716612619197
Epilepsy,0,gap,0.05,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9130434782608695,1.3695652173913044,0.6811594202898551,0.9468085106382979,0.0,0.855072463768116,0.03694716612619197
Epilepsy,0,gap,0.05,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.9130434782608695,1.3695652173913044,0.6811594202898551,0.9468085106382979,0.0,0.855072463768116,0.03694716612619197
Epilepsy,0,gap,0.1,0.05,clean_split_cp,89,48,480,138,3,206,4,0.9130434782608695,1.5724637681159421,0.5434782608695652,0.9466666666666667,0.0,0.8188405797101449,0.06643120610353358
Epilepsy,0,gap,0.1,0.05,aug_split_cp,89,48,480,138,3,206,4,0.9057971014492754,1.4057971014492754,0.6376811594202898,0.9318181818181818,0.0,0.8188405797101449,0.06643120610353358
Epilepsy,0,gap,0.1,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.9057971014492754,1.3840579710144927,0.6594202898550725,0.9340659340659341,0.0,0.8188405797101449,0.06643120610353358
Epilepsy,0,gap,0.1,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9130434782608695,1.434782608695652,0.6231884057971014,0.9418604651162791,0.0,0.8188405797101449,0.06643120610353358
Epilepsy,0,gap,0.1,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9057971014492754,1.3985507246376812,0.644927536231884,0.9325842696629213,0.0,0.8188405797101449,0.06643120610353358
Epilepsy,0,gap,0.1,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.9057971014492754,1.391304347826087,0.6521739130434783,0.9333333333333333,0.0,0.8188405797101449,0.06643120610353358
Epilepsy,0,gap,0.2,0.05,clean_split_cp,89,48,480,138,3,206,4,0.8985507246376812,1.4782608695652173,0.6231884057971014,0.872093023255814,0.0,0.7753623188405797,0.08725090644376624
Epilepsy,0,gap,0.2,0.05,aug_split_cp,89,48,480,138,3,206,4,0.8840579710144928,1.3043478260869565,0.7246376811594203,0.87,0.0,0.7753623188405797,0.08725090644376624
Epilepsy,0,gap,0.2,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.8840579710144928,1.2971014492753623,0.7318840579710145,0.8712871287128713,0.0,0.7753623188405797,0.08725090644376624
Epilepsy,0,gap,0.2,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.8913043478260869,1.3478260869565217,0.6884057971014492,0.8736842105263158,0.0,0.7753623188405797,0.08725090644376624
Epilepsy,0,gap,0.2,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.8840579710144928,1.3043478260869565,0.7246376811594203,0.87,0.0,0.7753623188405797,0.08725090644376624
Epilepsy,0,gap,0.2,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.8840579710144928,1.2971014492753623,0.7318840579710145,0.8712871287128713,0.0,0.7753623188405797,0.08725090644376624
Epilepsy,0,noise,0.05,0.05,clean_split_cp,89,48,480,138,3,206,4,0.9492753623188406,1.4927536231884058,0.6159420289855072,0.9647058823529412,0.0,0.855072463768116,0.05466223273429836
Epilepsy,0,noise,0.05,0.05,aug_split_cp,89,48,480,138,3,206,4,0.927536231884058,1.3768115942028984,0.6739130434782609,0.956989247311828,0.0,0.855072463768116,0.05466223273429836
Epilepsy,0,noise,0.05,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.927536231884058,1.3768115942028984,0.6811594202898551,0.9574468085106383,0.0,0.855072463768116,0.05466223273429836
Epilepsy,0,noise,0.05,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9347826086956522,1.3985507246376812,0.6666666666666666,0.9565217391304348,0.0,0.855072463768116,0.05466223273429836
Epilepsy,0,noise,0.05,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.927536231884058,1.3768115942028984,0.6739130434782609,0.956989247311828,0.0,0.855072463768116,0.05466223273429836
Epilepsy,0,noise,0.05,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.927536231884058,1.3768115942028984,0.6811594202898551,0.9574468085106383,0.0,0.855072463768116,0.05466223273429836
Epilepsy,0,noise,0.1,0.05,clean_split_cp,89,48,480,138,3,206,4,0.9347826086956522,1.4565217391304348,0.6376811594202898,0.9659090909090909,0.0,0.8695652173913043,0.0351603759984556
Epilepsy,0,noise,0.1,0.05,aug_split_cp,89,48,480,138,3,206,4,0.927536231884058,1.3478260869565217,0.6811594202898551,0.9574468085106383,0.0,0.8695652173913043,0.0351603759984556
Epilepsy,0,noise,0.1,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.927536231884058,1.3405797101449275,0.6884057971014492,0.9473684210526315,0.0,0.8695652173913043,0.0351603759984556
Epilepsy,0,noise,0.1,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.927536231884058,1.3840579710144927,0.6739130434782609,0.956989247311828,0.0,0.8695652173913043,0.0351603759984556
Epilepsy,0,noise,0.1,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.927536231884058,1.3405797101449275,0.6884057971014492,0.9473684210526315,0.0,0.8695652173913043,0.0351603759984556
Epilepsy,0,noise,0.1,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.927536231884058,1.3405797101449275,0.6884057971014492,0.9473684210526315,0.0,0.8695652173913043,0.0351603759984556
Epilepsy,0,noise,0.2,0.05,clean_split_cp,89,48,480,138,3,206,4,0.9565217391304348,1.608695652173913,0.5579710144927537,0.974025974025974,0.0,0.8623188405797102,0.08769132557864757
Epilepsy,0,noise,0.2,0.05,aug_split_cp,89,48,480,138,3,206,4,0.9492753623188406,1.4130434782608696,0.644927536231884,0.9662921348314607,0.0,0.8623188405797102,0.08769132557864757
Epilepsy,0,noise,0.2,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.9492753623188406,1.3768115942028984,0.6666666666666666,0.967391304347826,0.0,0.8623188405797102,0.08769132557864757
Epilepsy,0,noise,0.2,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9492753623188406,1.463768115942029,0.6304347826086957,0.9655172413793104,0.0,0.8623188405797102,0.08769132557864757
Epilepsy,0,noise,0.2,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9492753623188406,1.391304347826087,0.6521739130434783,0.9666666666666667,0.0,0.8623188405797102,0.08769132557864757
Epilepsy,0,noise,0.2,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.9492753623188406,1.3985507246376812,0.6666666666666666,0.967391304347826,0.0,0.8623188405797102,0.08769132557864757
Epilepsy,0,drift,0.1,0.05,clean_split_cp,89,48,480,138,3,206,4,0.9492753623188406,1.4782608695652173,0.6376811594202898,0.9772727272727273,0.0,0.8768115942028986,0.0838532009717739
Epilepsy,0,drift,0.1,0.05,aug_split_cp,89,48,480,138,3,206,4,0.927536231884058,1.3478260869565217,0.6956521739130435,0.9583333333333334,0.0,0.8768115942028986,0.0838532009717739
Epilepsy,0,drift,0.1,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.9130434782608695,1.326086956521739,0.717391304347826,0.9393939393939394,0.0,0.8768115942028986,0.0838532009717739
Epilepsy,0,drift,0.1,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9420289855072463,1.3695652173913044,0.6811594202898551,0.9680851063829787,0.0,0.8768115942028986,0.0838532009717739
Epilepsy,0,drift,0.1,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.927536231884058,1.3478260869565217,0.6956521739130435,0.9583333333333334,0.0,0.8768115942028986,0.0838532009717739
Epilepsy,0,drift,0.1,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.927536231884058,1.3478260869565217,0.7028985507246377,0.9484536082474226,0.0,0.8768115942028986,0.0838532009717739
Epilepsy,0,drift,0.2,0.05,clean_split_cp,89,48,480,138,3,206,4,0.9492753623188406,1.5144927536231885,0.6231884057971014,0.9534883720930233,0.0,0.8623188405797102,0.04911185555836343
Epilepsy,0,drift,0.2,0.05,aug_split_cp,89,48,480,138,3,206,4,0.9202898550724637,1.3623188405797102,0.7028985507246377,0.9381443298969072,0.0,0.8623188405797102,0.04911185555836343
Epilepsy,0,drift,0.2,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.9202898550724637,1.3405797101449275,0.717391304347826,0.9292929292929293,0.0,0.8623188405797102,0.04911185555836343
Epilepsy,0,drift,0.2,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.927536231884058,1.3840579710144927,0.6884057971014492,0.9473684210526315,0.0,0.8623188405797102,0.04911185555836343
Epilepsy,0,drift,0.2,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9202898550724637,1.355072463768116,0.7101449275362319,0.9387755102040817,0.0,0.8623188405797102,0.04911185555836343
Epilepsy,0,drift,0.2,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.9202898550724637,1.355072463768116,0.7101449275362319,0.9387755102040817,0.0,0.8623188405797102,0.04911185555836343
Epilepsy,0,drift,0.4,0.05,clean_split_cp,89,48,480,138,3,206,4,0.9347826086956522,1.4855072463768115,0.6159420289855072,0.9411764705882353,0.0,0.8478260869565217,0.056759827246809016
Epilepsy,0,drift,0.4,0.05,aug_split_cp,89,48,480,138,3,206,4,0.927536231884058,1.3333333333333333,0.7101449275362319,0.9387755102040817,0.0,0.8478260869565217,0.056759827246809016
Epilepsy,0,drift,0.4,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.927536231884058,1.3333333333333333,0.7101449275362319,0.9387755102040817,0.0,0.8478260869565217,0.056759827246809016
Epilepsy,0,drift,0.4,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9347826086956522,1.3623188405797102,0.6884057971014492,0.9473684210526315,0.0,0.8478260869565217,0.056759827246809016
Epilepsy,0,drift,0.4,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9202898550724637,1.326086956521739,0.7101449275362319,0.9387755102040817,0.0,0.8478260869565217,0.056759827246809016
Epilepsy,0,drift,0.4,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.927536231884058,1.3333333333333333,0.7101449275362319,0.9387755102040817,0.0,0.8478260869565217,0.056759827246809016
Epilepsy,1,gap,0.05,0.05,clean_split_cp,89,48,480,138,3,206,4,0.9927536231884058,3.2318840579710146,0.036231884057971016,0.8,0.0,0.8840579710144928,0.09268008601457295
Epilepsy,1,gap,0.05,0.05,aug_split_cp,89,48,480,138,3,206,4,0.9637681159420289,1.9275362318840579,0.4057971014492754,0.9285714285714286,0.0,0.8840579710144928,0.09268008601457295
Epilepsy,1,gap,0.05,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.9565217391304348,1.826086956521739,0.43478260869565216,0.9166666666666666,0.0,0.8840579710144928,0.09268008601457295
Epilepsy,1,gap,0.05,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9637681159420289,1.9130434782608696,0.41304347826086957,0.9298245614035088,0.0,0.8840579710144928,0.09268008601457295
Epilepsy,1,gap,0.05,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9637681159420289,1.9202898550724639,0.41304347826086957,0.9298245614035088,0.0,0.8840579710144928,0.09268008601457295
Epilepsy,1,gap,0.05,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.9565217391304348,1.855072463768116,0.427536231884058,0.9152542372881356,0.0,0.8840579710144928,0.09268008601457295
Epilepsy,1,gap,0.1,0.05,clean_split_cp,89,48,480,138,3,206,4,0.9855072463768116,3.2028985507246377,0.050724637681159424,1.0,0.0,0.855072463768116,0.05666922364575279
Epilepsy,1,gap,0.1,0.05,aug_split_cp,89,48,480,138,3,206,4,0.9710144927536232,2.028985507246377,0.3333333333333333,0.9347826086956522,0.0,0.855072463768116,0.05666922364575279
Epilepsy,1,gap,0.1,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.9710144927536232,1.8695652173913044,0.41304347826086957,0.9473684210526315,0.0,0.855072463768116,0.05666922364575279
Epilepsy,1,gap,0.1,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9710144927536232,2.0217391304347827,0.3333333333333333,0.9347826086956522,0.0,0.855072463768116,0.05666922364575279
Epilepsy,1,gap,0.1,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9710144927536232,1.9927536231884058,0.34057971014492755,0.9361702127659575,0.0,0.855072463768116,0.05666922364575279
Epilepsy,1,gap,0.1,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.9710144927536232,1.8840579710144927,0.4057971014492754,0.9464285714285714,0.0,0.855072463768116,0.05666922364575279
Epilepsy,1,gap,0.2,0.05,clean_split_cp,89,48,480,138,3,206,4,0.9927536231884058,3.101449275362319,0.050724637681159424,1.0,0.0,0.8623188405797102,0.043844114357302275
Epilepsy,1,gap,0.2,0.05,aug_split_cp,89,48,480,138,3,206,4,0.9710144927536232,1.9492753623188406,0.37681159420289856,0.9423076923076923,0.0,0.8623188405797102,0.043844114357302275
Epilepsy,1,gap,0.2,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.9710144927536232,1.826086956521739,0.4420289855072464,0.9508196721311475,0.0,0.8623188405797102,0.043844114357302275
Epilepsy,1,gap,0.2,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9710144927536232,1.9420289855072463,0.37681159420289856,0.9423076923076923,0.0,0.8623188405797102,0.043844114357302275
Epilepsy,1,gap,0.2,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9637681159420289,1.9057971014492754,0.38405797101449274,0.9433962264150944,0.0,0.8623188405797102,0.043844114357302275
Epilepsy,1,gap,0.2,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.9710144927536232,1.8405797101449275,0.427536231884058,0.9491525423728814,0.0,0.8623188405797102,0.043844114357302275
Epilepsy,1,noise,0.05,0.05,clean_split_cp,89,48,480,138,3,206,4,0.9927536231884058,3.0869565217391304,0.07246376811594203,0.9,0.0,0.8695652173913043,0.05299646458478252
Epilepsy,1,noise,0.05,0.05,aug_split_cp,89,48,480,138,3,206,4,0.9637681159420289,1.7753623188405796,0.4782608695652174,0.9393939393939394,0.0,0.8695652173913043,0.05299646458478252
Epilepsy,1,noise,0.05,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.9637681159420289,1.6666666666666667,0.5579710144927537,0.948051948051948,0.0,0.8695652173913043,0.05299646458478252
Epilepsy,1,noise,0.05,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9637681159420289,1.7971014492753623,0.4782608695652174,0.9393939393939394,0.0,0.8695652173913043,0.05299646458478252
Epilepsy,1,noise,0.05,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9637681159420289,1.7536231884057971,0.4927536231884058,0.9411764705882353,0.0,0.8695652173913043,0.05299646458478252
Epilepsy,1,noise,0.05,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.9637681159420289,1.6956521739130435,0.5362318840579711,0.9459459459459459,0.0,0.8695652173913043,0.05299646458478252
Epilepsy,1,noise,0.1,0.05,clean_split_cp,89,48,480,138,3,206,4,0.9927536231884058,3.181159420289855,0.043478260869565216,0.8333333333333334,0.0,0.8840579710144928,0.08113177949241075
Epilepsy,1,noise,0.1,0.05,aug_split_cp,89,48,480,138,3,206,4,0.9637681159420289,1.8333333333333333,0.4492753623188406,0.9354838709677419,0.0,0.8840579710144928,0.08113177949241075
Epilepsy,1,noise,0.1,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.9565217391304348,1.6956521739130435,0.5144927536231884,0.9295774647887324,0.0,0.8840579710144928,0.08113177949241075
Epilepsy,1,noise,0.1,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9637681159420289,1.826086956521739,0.4492753623188406,0.9354838709677419,0.0,0.8840579710144928,0.08113177949241075
Epilepsy,1,noise,0.1,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9637681159420289,1.826086956521739,0.45652173913043476,0.9365079365079365,0.0,0.8840579710144928,0.08113177949241075
Epilepsy,1,noise,0.1,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.9637681159420289,1.7536231884057971,0.4927536231884058,0.9411764705882353,0.0,0.8840579710144928,0.08113177949241075
Epilepsy,1,noise,0.2,0.05,clean_split_cp,89,48,480,138,3,206,4,0.9855072463768116,3.2753623188405796,0.043478260869565216,0.8333333333333334,0.0,0.8768115942028986,0.08804687837946425
Epilepsy,1,noise,0.2,0.05,aug_split_cp,89,48,480,138,3,206,4,0.9710144927536232,2.0,0.34057971014492755,0.9361702127659575,0.0,0.8768115942028986,0.08804687837946425
Epilepsy,1,noise,0.2,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.9637681159420289,1.8405797101449275,0.41304347826086957,0.9122807017543859,0.0,0.8768115942028986,0.08804687837946425
Epilepsy,1,noise,0.2,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9710144927536232,1.9855072463768115,0.34057971014492755,0.9361702127659575,0.0,0.8768115942028986,0.08804687837946425
Epilepsy,1,noise,0.2,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9710144927536232,1.9855072463768115,0.34782608695652173,0.9166666666666666,0.0,0.8768115942028986,0.08804687837946425
Epilepsy,1,noise,0.2,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.9637681159420289,1.9130434782608696,0.37681159420289856,0.9038461538461539,0.0,0.8768115942028986,0.08804687837946425
Epilepsy,1,drift,0.1,0.05,clean_split_cp,89,48,480,138,3,206,4,0.9927536231884058,3.050724637681159,0.06521739130434782,0.8888888888888888,0.0,0.8695652173913043,0.05002383331665783
Epilepsy,1,drift,0.1,0.05,aug_split_cp,89,48,480,138,3,206,4,0.9710144927536232,1.818840579710145,0.427536231884058,0.9491525423728814,0.0,0.8695652173913043,0.05002383331665783
Epilepsy,1,drift,0.1,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.9637681159420289,1.6884057971014492,0.4927536231884058,0.9411764705882353,0.0,0.8695652173913043,0.05002383331665783
Epilepsy,1,drift,0.1,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9710144927536232,1.818840579710145,0.43478260869565216,0.95,0.0,0.8695652173913043,0.05002383331665783
Epilepsy,1,drift,0.1,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9710144927536232,1.789855072463768,0.4420289855072464,0.9508196721311475,0.0,0.8695652173913043,0.05002383331665783
Epilepsy,1,drift,0.1,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.9710144927536232,1.7246376811594204,0.47101449275362317,0.9538461538461539,0.0,0.8695652173913043,0.05002383331665783
Epilepsy,1,drift,0.2,0.05,clean_split_cp,89,48,480,138,3,206,4,0.9927536231884058,3.0144927536231885,0.07246376811594203,1.0,0.0,0.8913043478260869,0.10611096332389136
Epilepsy,1,drift,0.2,0.05,aug_split_cp,89,48,480,138,3,206,4,0.9637681159420289,1.7391304347826086,0.4855072463768116,0.9253731343283582,0.0,0.8913043478260869,0.10611096332389136
Epilepsy,1,drift,0.2,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.9637681159420289,1.681159420289855,0.5289855072463768,0.9315068493150684,0.0,0.8913043478260869,0.10611096332389136
Epilepsy,1,drift,0.2,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9637681159420289,1.7536231884057971,0.4855072463768116,0.9253731343283582,0.0,0.8913043478260869,0.10611096332389136
Epilepsy,1,drift,0.2,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9637681159420289,1.7318840579710144,0.4927536231884058,0.9264705882352942,0.0,0.8913043478260869,0.10611096332389136
Epilepsy,1,drift,0.2,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.9637681159420289,1.6956521739130435,0.5144927536231884,0.9295774647887324,0.0,0.8913043478260869,0.10611096332389136
Epilepsy,1,drift,0.4,0.05,clean_split_cp,89,48,480,138,3,206,4,0.9855072463768116,3.028985507246377,0.07971014492753623,0.9090909090909091,0.0,0.855072463768116,0.08105318321724773
Epilepsy,1,drift,0.4,0.05,aug_split_cp,89,48,480,138,3,206,4,0.9565217391304348,1.9130434782608696,0.42028985507246375,0.9482758620689655,0.0,0.855072463768116,0.08105318321724773
Epilepsy,1,drift,0.4,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.9565217391304348,1.8768115942028984,0.43478260869565216,0.95,0.0,0.855072463768116,0.08105318321724773
Epilepsy,1,drift,0.4,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9565217391304348,1.8985507246376812,0.42028985507246375,0.9482758620689655,0.0,0.855072463768116,0.08105318321724773
Epilepsy,1,drift,0.4,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9565217391304348,1.9130434782608696,0.42028985507246375,0.9482758620689655,0.0,0.855072463768116,0.08105318321724773
Epilepsy,1,drift,0.4,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.9565217391304348,1.8840579710144927,0.427536231884058,0.9491525423728814,0.0,0.855072463768116,0.08105318321724773
Epilepsy,2,gap,0.05,0.05,clean_split_cp,89,48,480,138,3,206,4,1.0,3.9347826086956523,0.0,0.0,0.0,0.8478260869565217,0.09402221471553089
Epilepsy,2,gap,0.05,0.05,aug_split_cp,89,48,480,138,3,206,4,0.9637681159420289,2.260869565217391,0.26811594202898553,0.918918918918919,0.0,0.8478260869565217,0.09402221471553089
Epilepsy,2,gap,0.05,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.9637681159420289,2.079710144927536,0.34057971014492755,0.9361702127659575,0.0,0.8478260869565217,0.09402221471553089
Epilepsy,2,gap,0.05,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9565217391304348,2.2318840579710146,0.21739130434782608,0.9,0.0,0.8478260869565217,0.09402221471553089
Epilepsy,2,gap,0.05,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9637681159420289,2.1449275362318843,0.2898550724637681,0.925,0.0,0.8478260869565217,0.09402221471553089
Epilepsy,2,gap,0.05,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.9637681159420289,2.0942028985507246,0.3115942028985507,0.9302325581395349,0.0,0.8478260869565217,0.09402221471553089
Epilepsy,2,gap,0.1,0.05,clean_split_cp,89,48,480,138,3,206,4,1.0,3.9782608695652173,0.0,0.0,0.0,0.8260869565217391,0.07527229771528797
Epilepsy,2,gap,0.1,0.05,aug_split_cp,89,48,480,138,3,206,4,0.9637681159420289,2.3840579710144927,0.2246376811594203,0.9354838709677419,0.0,0.8260869565217391,0.07527229771528797
Epilepsy,2,gap,0.1,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.9710144927536232,2.1594202898550723,0.3115942028985507,0.9767441860465116,0.0,0.8260869565217391,0.07527229771528797
Epilepsy,2,gap,0.1,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9637681159420289,2.2971014492753623,0.1956521739130435,0.9629629629629629,0.0,0.8260869565217391,0.07527229771528797
Epilepsy,2,gap,0.1,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9637681159420289,2.3043478260869565,0.2391304347826087,0.9393939393939394,0.0,0.8260869565217391,0.07527229771528797
Epilepsy,2,gap,0.1,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.9710144927536232,2.1956521739130435,0.2826086956521739,0.9743589743589743,0.0,0.8260869565217391,0.07527229771528797
Epilepsy,2,gap,0.2,0.05,clean_split_cp,89,48,480,138,3,206,4,1.0,3.9130434782608696,0.0,0.0,0.0,0.7681159420289855,0.08016878797443441
Epilepsy,2,gap,0.2,0.05,aug_split_cp,89,48,480,138,3,206,4,0.9565217391304348,2.246376811594203,0.26811594202898553,0.9459459459459459,0.0,0.7681159420289855,0.08016878797443441
Epilepsy,2,gap,0.2,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.9492753623188406,2.108695652173913,0.3188405797101449,0.9545454545454546,0.0,0.7681159420289855,0.08016878797443441
Epilepsy,2,gap,0.2,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9565217391304348,2.1231884057971016,0.2391304347826087,0.9696969696969697,0.0,0.7681159420289855,0.08016878797443441
Epilepsy,2,gap,0.2,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9492753623188406,2.1594202898550723,0.3115942028985507,0.9302325581395349,0.0,0.7681159420289855,0.08016878797443441
Epilepsy,2,gap,0.2,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.9565217391304348,2.1231884057971016,0.30434782608695654,0.9761904761904762,0.0,0.7681159420289855,0.08016878797443441
Epilepsy,2,noise,0.05,0.05,clean_split_cp,89,48,480,138,3,206,4,1.0,3.963768115942029,0.0,0.0,0.0,0.8478260869565217,0.08454649487590897
Epilepsy,2,noise,0.05,0.05,aug_split_cp,89,48,480,138,3,206,4,0.9710144927536232,2.152173913043478,0.3115942028985507,0.9534883720930233,0.0,0.8478260869565217,0.08454649487590897
Epilepsy,2,noise,0.05,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.9710144927536232,1.9782608695652173,0.38405797101449274,0.9622641509433962,0.0,0.8478260869565217,0.08454649487590897
Epilepsy,2,noise,0.05,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9637681159420289,2.1159420289855073,0.2536231884057971,0.9428571428571428,0.0,0.8478260869565217,0.08454649487590897
Epilepsy,2,noise,0.05,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9637681159420289,2.0,0.35507246376811596,0.9591836734693877,0.0,0.8478260869565217,0.08454649487590897
Epilepsy,2,noise,0.05,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.9710144927536232,1.9927536231884058,0.37681159420289856,0.9615384615384616,0.0,0.8478260869565217,0.08454649487590897
Epilepsy,2,noise,0.1,0.05,clean_split_cp,89,48,480,138,3,206,4,1.0,3.971014492753623,0.0,0.0,0.0,0.8333333333333334,0.04928329971000495
Epilepsy,2,noise,0.1,0.05,aug_split_cp,89,48,480,138,3,206,4,0.9710144927536232,2.2028985507246377,0.26811594202898553,0.9459459459459459,0.0,0.8333333333333334,0.04928329971000495
Epilepsy,2,noise,0.1,0.05,fast_cp_mixed_input_only,89,48,480,138,3,206,4,0.9710144927536232,2.0,0.36231884057971014,0.96,0.0,0.8333333333333334,0.04928329971000495
Epilepsy,2,noise,0.1,0.05,fast_cp_mixed_confidence_only,89,48,480,138,3,206,4,0.9637681159420289,2.1739130434782608,0.2318840579710145,0.9375,0.0,0.8333333333333334,0.04928329971000495
Epilepsy,2,noise,0.1,0.05,fast_cp_mixed_random_fingerprint,89,48,480,138,3,206,4,0.9710144927536232,2.130434782608696,0.2898550724637681,0.95,0.0,0.8333333333333334,0.04928329971000495
Epilepsy,2,noise,0.1,0.05,fast_cp_mixed,89,48,480,138,3,206,4,0.9710144927536232,2.028985507246377,0.32608695652173914,0.9555555555555556,0.0,0.8333333333333334,0.04928329971000495
