alpha,corruption,coverage_delta,set_size_reduction,fast_coverage,aug_coverage,fast_set_size,aug_set_size
0.05,drift,-0.0019144748613347641,0.04407765253175883,0.9499463231347289,0.9518607979960636,1.4806763285024156,1.5247539810341744
0.05,gap,0.001234567901234576,0.05271515476829487,0.9491143317230274,0.9478797638217927,1.5967346573626768,1.6494498121309715
0.05,noise,-0.00191447486133476,0.05421363392377883,0.9639023081052066,0.9658167829665414,1.529079441760601,1.58329307568438
