alpha,corruption,n,candidate_coverage,baseline_coverage,coverage_delta,candidate_set_size,baseline_set_size,set_size_reduction,set_size_reduction_pct,candidate_abs_gap,baseline_abs_gap,abs_gap_delta
0.05,drift,525,0.9564294119291971,0.9650732199983552,-0.008643808069158014,2.3308777651080432,2.440523941965505,0.10964617685746188,0.04437183612411245,0.03673231343428902,0.036487087434109514,0.00024522600017950254
0.05,gap,525,0.9381619731375214,0.943732143455349,-0.0055701703178275205,2.3239723976914384,2.4150763726828455,0.09110397499140675,0.03873672712122542,0.04997852735877811,0.05067394826374252,-0.0006954209049644095
0.05,noise,525,0.9398100044330113,0.9415317032021818,-0.0017216987691703958,2.3213184755933463,2.3997936155236284,0.07847513993028248,0.030168234342334524,0.04986022104694997,0.053048071012759254,-0.003187849965809289
