method,alpha,corruption,coverage,coverage_gap,abs_coverage_gap,avg_set_size,singleton_rate,top1_accuracy,ece
fast_cp_mixed_confidence_only,0.05,drift,0.9637174922656747,-0.013717492265674775,0.03407148851670377,2.4144017269198206,0.32492720053093727,0.720480826943143,0.1861430458773216
confidence_weighted_cp,0.05,drift,0.961349015863524,-0.011349015863523925,0.03433436959248143,2.4420963093161543,0.31487891521045935,0.720480826943143,0.1861430458773216
fast_cp_mixed_no_missing,0.05,drift,0.9575189718824553,-0.007518971882455269,0.03598866660009409,2.3453149113463483,0.3717555374817272,0.720480826943143,0.1861430458773216
aug_split_cp,0.05,drift,0.9650732199983552,-0.015073219998355187,0.03648708743410952,2.440523941965505,0.3222075843787262,0.720480826943143,0.1861430458773216
label_smooth_aug_cp,0.05,drift,0.9650732199983552,-0.015073219998355187,0.03648708743410952,2.440523941965505,0.3222075843787262,0.720480826943143,0.1861430458773216
fast_cp_mixed_no_drift,0.05,drift,0.9564214716739485,-0.006421471673948501,0.0365512832912002,2.331614248131431,0.37136606518503124,0.720480826943143,0.1861430458773216
fast_cp_mixed,0.05,drift,0.9564294119291971,-0.006429411929197173,0.03673231343428902,2.3308777651080432,0.3715209577956756,0.720480826943143,0.1861430458773216
fast_cp_mixed_no_spectral,0.05,drift,0.9565173880560466,-0.006517388056046648,0.0367654014183278,2.329032330634163,0.3720664951790427,0.720480826943143,0.1861430458773216
fast_cp_mixed_random_fingerprint,0.05,drift,0.9597896944884102,-0.009789694488410319,0.036802838683559755,2.3932918578622906,0.3448820159023102,0.720480826943143,0.1861430458773216
raps_aug_cp,0.05,drift,0.9788017768475585,-0.02880177684755869,0.037090677877363344,2.7262290484317018,0.07551484282649752,0.720480826943143,0.1861430458773216
aps_aug_cp,0.05,drift,0.9797662504205268,-0.029766250420526878,0.038256792558336875,3.2653654744422633,0.050986476742831875,0.720480826943143,0.1861430458773216
fast_cp_mixed_input_only,0.05,drift,0.9489872174037358,0.0010127825962641568,0.03901179172613407,2.2783017203333533,0.386193973905283,0.720480826943143,0.1861430458773216
fast_cp_mixed_no_confidence,0.05,drift,0.9489872174037358,0.0010127825962641568,0.03901179172613407,2.2783017203333533,0.386193973905283,0.720480826943143,0.1861430458773216
fast_cp,0.05,drift,0.9516898251672604,-0.001689825167260466,0.03923860635619404,2.3003216494092014,0.3798575185750311,0.720480826943143,0.1861430458773216
mondrian_corruption_cp,0.05,drift,0.9538984339277669,-0.0038984339277668032,0.04085909938535126,2.317157549509831,0.3494259911614583,0.720480826943143,0.1861430458773216
clean_split_cp,0.05,drift,0.880090653264917,0.06990934673508307,0.0904692047269559,1.9412448740792405,0.49642635890791587,0.720480826943143,0.1861430458773216
mondrian_corruption_cp,0.05,gap,0.9548584017140633,-0.004858401714063369,0.041779693264928905,2.7411893746098643,0.30283371947093096,0.7264322838288425,0.176119948295904
aps_aug_cp,0.05,gap,0.9700614271439958,-0.020061427143995798,0.045415252249202426,3.2127814034868605,0.05334331201430874,0.7264322838288425,0.176119948295904
confidence_weighted_cp,0.05,gap,0.9418287360924876,0.008171263907512289,0.04705447885014159,2.4309622968972775,0.3165264214775883,0.7264322838288425,0.176119948295904
raps_aug_cp,0.05,gap,0.9664050320145593,-0.016405032014559343,0.047383454244337674,2.729293233095216,0.07156619840714383,0.7264322838288425,0.176119948295904
fast_cp_mixed_confidence_only,0.05,gap,0.9438913231535587,0.006108676846441248,0.04745396016926795,2.3941151188732963,0.32843576350497455,0.7264322838288425,0.176119948295904
fast_cp_mixed_no_drift,0.05,gap,0.9388329688113736,0.011167031188626384,0.049225033818466074,2.3287659826410647,0.37860871059770473,0.7264322838288425,0.176119948295904
fast_cp_mixed_no_spectral,0.05,gap,0.9390835439149832,0.010916456085016738,0.04954853543113905,2.331280854727796,0.3756747840891203,0.7264322838288425,0.176119948295904
fast_cp_mixed,0.05,gap,0.9381619731375214,0.011838026862478535,0.04997852735877811,2.3239723976914384,0.3794073953687968,0.7264322838288425,0.176119948295904
aug_split_cp,0.05,gap,0.943732143455349,0.006267856544651015,0.050673948263742524,2.4150763726828455,0.3246192050958795,0.7264322838288425,0.176119948295904
label_smooth_aug_cp,0.05,gap,0.943732143455349,0.006267856544651015,0.050673948263742524,2.4150763726828455,0.3246192050958795,0.7264322838288425,0.176119948295904
fast_cp,0.05,gap,0.9353979460050039,0.01460205399499606,0.050780149305681636,2.3096361831476493,0.38739791507643545,0.7264322838288425,0.176119948295904
fast_cp_mixed_no_missing,0.05,gap,0.9370202832944471,0.012979716705552856,0.05108879864719214,2.3117114701887598,0.3835516319881836,0.7264322838288425,0.176119948295904
fast_cp_mixed_input_only,0.05,gap,0.932353985400685,0.017646014599314933,0.05192368616384545,2.2829026005340967,0.3940403080185073,0.7264322838288425,0.176119948295904
fast_cp_mixed_no_confidence,0.05,gap,0.932353985400685,0.017646014599314933,0.05192368616384545,2.2829026005340967,0.3940403080185073,0.7264322838288425,0.176119948295904
fast_cp_mixed_random_fingerprint,0.05,gap,0.9387485644861255,0.011251435513874425,0.05268657132520365,2.3652588225083115,0.3477651763911101,0.7264322838288425,0.176119948295904
clean_split_cp,0.05,gap,0.8794463611473624,0.0705536388526375,0.08930989024877825,1.9240286862883695,0.5008387906909069,0.7264322838288425,0.176119948295904
mondrian_corruption_cp,0.05,noise,0.9572601584752918,-0.007260158475291762,0.04267224595641433,2.448044708033781,0.31352277704256376,0.6845393831213559,0.22534451195858704
raps_aug_cp,0.05,noise,0.9737688347445527,-0.023768834744552783,0.042722441363025276,2.738418010147152,0.07224171460066196,0.6845393831213559,0.22534451195858704
aps_aug_cp,0.05,noise,0.9773616772470154,-0.027361677247015485,0.043358252464925355,3.3004740572790747,0.04875262614324577,0.6845393831213559,0.22534451195858704
fast_cp,0.05,noise,0.9449128701698862,0.005087129830113712,0.04390618727779687,2.3235643007950544,0.3754722706187064,0.6845393831213559,0.22534451195858704
fast_cp_mixed_no_missing,0.05,noise,0.9416169836609223,0.008383016339077705,0.04888418057159602,2.3370645366484237,0.38088638245951734,0.6845393831213559,0.22534451195858704
fast_cp_mixed_no_drift,0.05,noise,0.9403625315712134,0.009637468428786544,0.049142629675888685,2.3236925320218322,0.380178569881277,0.6845393831213559,0.22534451195858704
fast_cp_mixed,0.05,noise,0.9398100044330113,0.010189995566988541,0.04986022104694997,2.3213184755933463,0.3816921296372369,0.6845393831213559,0.22534451195858704
fast_cp_mixed_no_spectral,0.05,noise,0.939679568684685,0.010320431315314915,0.049893289722307346,2.3162053080922216,0.38263649967606533,0.6845393831213559,0.22534451195858704
confidence_weighted_cp,0.05,noise,0.9402027216971304,0.00979727830286957,0.05049832793246364,2.40558534463329,0.3417756145868514,0.6845393831213559,0.22534451195858704
fast_cp_mixed_input_only,0.05,noise,0.9346912943630331,0.015308705636966846,0.05115273918206237,2.284777577174224,0.3912550349904462,0.6845393831213559,0.22534451195858704
fast_cp_mixed_no_confidence,0.05,noise,0.9346912943630331,0.015308705636966846,0.05115273918206237,2.284777577174224,0.3912550349904462,0.6845393831213559,0.22534451195858704
fast_cp_mixed_confidence_only,0.05,noise,0.9404677896902469,0.009532210309753056,0.05143145893160944,2.367864889319303,0.35592207026881734,0.6845393831213559,0.22534451195858704
aug_split_cp,0.05,noise,0.9415317032021818,0.008468296797818147,0.05304807101275926,2.3997936155236284,0.3499341276957108,0.6845393831213559,0.22534451195858704
label_smooth_aug_cp,0.05,noise,0.9415317032021818,0.008468296797818147,0.05304807101275926,2.3997936155236284,0.3499341276957108,0.6845393831213559,0.22534451195858704
fast_cp_mixed_random_fingerprint,0.05,noise,0.9334039997712299,0.016596000228769964,0.057093684922541035,2.3456055455291756,0.37389044643888747,0.6845393831213559,0.22534451195858704
clean_split_cp,0.05,noise,0.8371255393230369,0.11287446067696306,0.13505560009509204,1.931478190060737,0.513113634450919,0.6845393831213559,0.22534451195858704
